date,route,time,day,location,incident,min_delay,min_gap,direction,vehicle
2024-01-04,17,2024-09-27T10:52:00Z,Thursday,WARDEN AND STEELES,Mechanical,16,32,S,3144
2024-01-04,75,2024-09-27T11:04:00Z,Thursday,SHERBOURNE STN,Mechanical,9,18,S,8606
2024-01-04,69,2024-09-27T11:14:00Z,Thursday,WARDEN STATION,Operations - Operator,6,12,N,8538
2024-01-04,90,2024-09-27T11:15:00Z,Thursday,OAKWOOD AND VAUGHN,Mechanical,10,20,W,8175
2024-01-04,70,2024-09-27T11:16:00Z,Thursday,CRAIGTON AND PHARMACY,Utilized Off Route,11,22,S,8426
2024-01-04,54,2024-09-27T11:17:00Z,Thursday,BRIMORTON DRIVE AND OR,Utilized Off Route,15,30,W,8751
2024-01-04,131,2024-09-27T11:18:00Z,Thursday,EGLINTON AND MIDLAND,Utilized Off Route,15,30,W,1351
2024-01-04,102,2024-09-27T11:19:00Z,Thursday,WARDEN STATION,Mechanical,10,20,E,3410
2024-01-04,25,2024-09-27T11:21:00Z,Thursday,PAPE STATION,Utilized Off Route,9,18,E,8775
2024-01-04,925,2024-09-27T11:25:00Z,Thursday,OVERLEA AND DON MILLS,Utilized Off Route,12,24,S,8798
2024-01-04,903,2024-09-27T11:27:00Z,Thursday,TRANSWAY CRESCENT,Utilized Off Route,8,16,W,9098
2024-01-04,25,2024-09-27T11:46:00Z,Thursday,DON MILLS AND GATEWAY,Security,0,0,N,8797
2024-01-04,22,2024-09-27T11:51:00Z,Thursday,COXWELL STATION,Operations - Operator,11,22,S,8575
2024-01-04,40,2024-09-27T11:52:00Z,Thursday,DUNDAS WEST STN,Cleaning - Unsanitary,15,30,E,8155
2024-01-04,43,2024-09-27T12:05:00Z,Thursday,KENNEDY STATION,Utilized Off Route,10,20,W,3234
2024-01-04,32,2024-09-27T12:11:00Z,Thursday,EGLINTON STATION,Mechanical,12,24,W,1134
2024-01-04,17,2024-09-27T12:12:00Z,Thursday,EGLINTON AND BIRCHMOUN,Utilized Off Route,16,32,W,3192
2024-01-04,9,2024-09-27T12:22:00Z,Thursday,WARDEN AND ST. CLAIR,Mechanical,28,56,E,8479
2024-01-04,935,2024-09-27T12:27:00Z,Thursday,JANE AND LAWRENCE,Investigation,15,30,S,1057
2024-01-04,995,2024-09-27T12:39:00Z,Thursday,YORK MILLS AND LESLIE,Mechanical,20,40,E,1356
2024-01-04,71,2024-09-27T12:45:00Z,Thursday,MT DENNIS GARAGE,Mechanical,10,20,W,7269
2024-01-04,97,2024-09-27T13:32:00Z,Thursday,HILDA AND STEELES,Collision - TTC,55,110,N,3516
2024-01-04,162,2024-09-27T13:37:00Z,Thursday,LAWRENCE AND BAYVIEW,Operations - Operator,30,60,W,8788
2024-01-04,72,2024-09-27T13:37:00Z,Thursday,PAPE STATION,Operations - Operator,22,44,N,8400
2024-01-04,41,2024-09-27T13:37:00Z,Thursday,SHEPPARD AND KEELE,Operations - Operator,10,20,N,7261
2024-01-04,40,2024-09-27T13:48:00Z,Thursday,JANE AND ST CLAIR,Utilized Off Route,204,79,S,3348
2024-01-04,12,2024-09-27T13:51:00Z,Thursday,KINGSTON AND BRIMLEY,Mechanical,12,24,E,8432
2024-01-04,935,2024-09-27T13:58:00Z,Thursday,JANE AND WILSON,Emergency Services,10,20,N,7252
2024-01-04,85,2024-09-27T14:03:00Z,Thursday,SHEPPARD AND MARKHAM,Mechanical,18,27,E,3468
2024-01-04,35,2024-09-27T14:10:00Z,Thursday,PIONEER VILLAGE STATIO,Mechanical,8,16,W,1066
2024-01-04,165,2024-09-27T14:15:00Z,Thursday,WESTON AND FINCH,Mechanical,9,18,N,8923
2024-01-04,40,2024-09-27T14:20:00Z,Thursday,DUNDAS AND OLD DUNDAS,Collision - TTC,13,26,E,8056
2024-01-04,116,2024-09-27T14:21:00Z,Thursday,EGLINTON AND MIDLAND,Mechanical,0,0,W,1223
2024-01-04,89,2024-09-27T14:21:00Z,Thursday,CHURCH AND WESTON,Cleaning - Unsanitary,10,20,N,8389
2024-01-04,47,2024-09-27T14:22:00Z,Thursday,YORKDALE STATION,Operations - Operator,0,0,S,3503
2024-01-04,32,2024-09-27T14:26:00Z,Thursday,EGLINTON AND DUFFERIN,Mechanical,12,24,W,7313
2024-01-04,52,2024-09-27T14:26:00Z,Thursday,LAWRENCE AND PIMILICO,Investigation,18,36,W,3554
2024-01-04,63,2024-09-27T14:35:00Z,Thursday,ATLANTIC AND KING,Operations - Operator,5,10,N,7058
2024-01-04,42,2024-09-27T14:37:00Z,Thursday,MCNICOLL AND BOXDENE,Emergency Services,12,24,W,3307
2024-01-04,34,2024-09-27T14:45:00Z,Thursday,CONCORDE PLACE AND CON,Mechanical,15,30,E,8622
2024-01-04,96,2024-09-27T14:55:00Z,Thursday,CARRIER LOOP,Cleaning - Unsanitary,20,40,E,3638
2024-01-04,32,2024-09-27T14:55:00Z,Thursday,EGLINTON AND MARTIN GR,Mechanical,12,24,E,7247
2024-01-04,122,2024-09-27T14:59:00Z,Thursday,MALVERN GARAGE,Mechanical,14,28,W,1280
2024-01-04,40,2024-09-27T15:01:00Z,Thursday,DUNDAS AND OLD DUNDAS,Diversion,110,125,E,8094
2024-01-04,71,2024-09-27T15:10:00Z,Thursday,BLACK CREEK AND EGLINT,Mechanical,10,20,N,7260
2024-01-04,52,2024-09-27T15:11:00Z,Thursday,LAWRENCE WEST AND APEX,Mechanical,10,20,W,1370
2024-01-04,937,2024-09-27T15:25:00Z,Thursday,ISLINGTON STATION,Utilized Off Route,14,28,N,8096
2024-01-04,960,2024-09-27T15:32:00Z,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,7,15,E,7123
2024-01-04,43,2024-09-27T15:33:00Z,Thursday,LAWRENCE AND KENNEDY,Mechanical,10,20,N,3317
2024-01-04,47,2024-09-27T15:34:00Z,Thursday,YORKDALE STATION,Operations - Operator,24,48,N,8334
2024-01-04,17,2024-09-27T15:39:00Z,Thursday,MCNICOLL GARAGE,Mechanical,8,16,S,3214
2024-01-04,995,2024-09-27T15:56:00Z,Thursday,YORK MILLS AND BANBURY,Mechanical,13,26,E,1521
2024-01-04,53,2024-09-27T15:58:00Z,Thursday,STEELES AND WOODBINE,Diversion,45,53,W,3314
2024-01-04,52,2024-09-27T16:00:00Z,Thursday,LAWRENCE WEST STATION,Operations - Operator,10,20,E,9217
2024-01-04,953,2024-09-27T16:01:00Z,Thursday,STEELES AND WOODBINE,Diversion,45,57,W,0
2024-01-04,84,2024-09-27T16:18:00Z,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,15,30,W,3563
2024-01-04,16,2024-09-27T16:28:00Z,Thursday,1445 DANFORTH AVE,Mechanical,9,18,N,8567
2024-01-04,32,2024-09-27T16:30:00Z,Thursday,EGLINTON AND MARLEE,Operations - Operator,10,20,W,7289
2024-01-04,941,2024-09-27T16:32:00Z,Thursday,KEELE STATION,Mechanical,12,24,N,7296
2024-01-04,985,2024-09-27T16:37:00Z,Thursday,DON MILLS STATION,Mechanical,6,12,E,9047
2024-01-04,32,2024-09-27T16:38:00Z,Thursday,CALEDONIA AND EGLINTON,Operations - Operator,10,20,W,7209
2024-01-04,32,2024-09-27T16:42:00Z,Thursday,RENFORTH STATION,Mechanical,10,20,E,7231
2024-01-04,32,2024-09-27T16:42:00Z,Thursday,EGLINTON STATION,Operations - Operator,10,20,E,1101
2024-01-04,52,2024-09-27T16:42:00Z,Thursday,LAWRENCE AND JANE,Cleaning - Unsanitary,18,36,W,3540
2024-01-04,110,2024-09-27T16:44:00Z,Thursday,ISLINGTON STATION,Operations - Operator,12,24,S,8071
2024-01-04,40,2024-09-27T16:45:00Z,Thursday,DUNDAS AND ANNETTE,Mechanical,12,24,E,8017
2024-01-04,71,2024-09-27T16:47:00Z,Thursday,MT. DENNIS GARAGE,Operations - Operator,10,20,S,7288
2024-01-04,54,2024-09-27T16:48:00Z,Thursday,LAWRENCE AND WARDEN,Mechanical,11,22,E,8822
2024-01-04,47,2024-09-27T16:54:00Z,Thursday,QUEEN AND LANSDOWNE,Cleaning - Unsanitary,24,48,S,8212
2024-01-04,75,2024-09-27T16:56:00Z,Thursday,SHERBOURNE AND BLOOR,Emergency Services,9,17,N,8488
2024-01-04,86,2024-09-27T16:57:00Z,Thursday,EGLINTON AND MCCOWAN (,Collision - TTC,6,12,E,3461
2024-01-04,924,2024-09-27T17:00:00Z,Thursday,VICTORIA PARK AND FINC,Security,10,20,S,8531
2024-01-04,43,2024-09-27T17:00:00Z,Thursday,MIDLAND AND STEELES,Mechanical,10,20,S,3147
2024-01-04,984,2024-09-27T17:00:00Z,Thursday,SHEPPARD AND JANE,Utilized Off Route,10,20,W,3574
